Date;DPM;APM;SR
45888;88.1;60.5;9442
45888;78.3;46.9;8041
45888;86;55.9;9438
45888;88.3;66.2;9442
45888;137.7;116.7;17351
45888;98.4;89.5;12177
45888;143.9;112.7;17351
45888;104.8;88.1;12177
45888;136.2;97.2;14072
45888;94.6;64.8;10798
45888;84.4;50.3;8035
45888;87.9;53.8;8323
45888;86.1;52.7;8323
45888;77;42.7;7605
45888;83.8;63.2;9661
45888;85.5;44.7;8335
45888;79.2;48.8;9303
45888;83.2;43.7;8332
45888;86.6;50.1;8308
45888;70.1;39.2;7380
45888;82.5;52.3;8333
45888;71.2;38.8;7355
